0	10
1	0
2	10
3	5
4	0
5	796
6	22
7	378
8	336
9	622
10	20
11	10
12	22
13	46
14	10
15	22
16	20
17	20
18	46
19	22
20	22
21	46
22	46
23	48
24	796
25	10
26	11
27	20
28	20
29	10
30	336
31	3
32	0
33	5
34	5
35	42
36	22
37	336
38	10
39	22
40	745
41	745
42	20
43	39
44	22
45	10
46	10
47	46
48	22
49	10
50	317
51	10
52	10
53	10
54	377
55	221
56	221
57	0
58	9
59	10
60	10
61	11
62	10
63	10
64	10
65	10
66	46
67	10
68	10
69	10
70	10
71	22
72	10
73	512
74	10
75	22
76	10
77	10
78	0
79	10
80	10
81	22
82	80
83	150
84	462
85	22
86	22
87	20
88	22
89	10
90	10
91	22
92	10
93	22
94	22
95	22
96	22
97	22
98	46
99	22
100	335
101	20
102	22
103	22
104	22
105	22
106	22
107	22
108	10
109	10
110	22
111	22
112	5
113	22
114	22
115	22
116	22
117	22
118	20
119	22
120	22
121	10
122	22
123	769
124	20
125	5
126	5
127	5
128	46
129	5
130	221
131	22
132	22
133	5
134	22
135	22
136	0
137	221
138	22
139	22
140	22
141	0
142	5
143	599
144	20
145	10
146	10
147	5
148	10
149	22
150	22
151	5
152	378
153	22
154	22
155	20
156	22
157	5
158	22
159	726
160	22
161	5
162	169
163	22
164	22
165	796
166	5
167	5
168	10
169	22
170	22
171	5
172	22
173	22
174	5
175	0
176	10
177	5
178	22
179	5
180	22
181	0
182	22
183	20
184	22
185	10
186	22
187	22
188	466
189	22
190	5
191	18
192	22
193	336
194	22
195	22
196	10
197	22
198	46
199	3
200	22
201	22
202	22
203	5
204	5
205	0
206	22
207	20
208	22
209	22
210	16
211	639
212	22
213	46
214	10
215	336
216	22
217	22
218	796
219	5
220	466
221	5
222	264
223	10
224	466
225	22
226	46
227	5
228	5
229	5
230	636
231	796
232	22
233	22
234	599
235	149
236	20
237	796
238	22
239	20
240	10
241	0
242	378
243	619
244	22
245	22
246	466
247	22
248	22
249	20
250	22
251	468
252	5
253	22
254	0
255	22
256	600
257	649
258	446
259	5
260	626
261	22
262	46
263	649
264	22
265	22
266	10
267	22
268	5
269	626
270	18
271	10
272	19
273	232
274	20
275	386
276	19
277	22
278	378
279	22
280	20
281	10
282	22
283	20
284	10
285	22
286	46
287	796
288	10
289	10
290	5
291	20
292	745
293	0
294	5
295	46
296	22
297	22
298	11
299	20
300	22
301	22
302	184
303	22
304	10
305	378
306	20
307	22
308	22
309	451
310	22
311	20
312	10
313	612
314	20
315	5
316	22
317	22
318	22
319	10
320	10
321	5
322	221
323	22
324	10
325	22
326	5
327	22
328	22
329	20
330	797
331	264
332	378
333	22
334	46
335	5
336	22
337	0
338	22
339	5
340	20
341	5
342	0
343	5
344	5
345	22
346	22
347	0
348	20
349	5
350	22
351	5
352	10
353	0
354	22
355	384
356	10
357	599
358	22
359	10
360	378
361	80
362	5
363	336
364	10
365	46
366	5
367	5
368	5
369	797
370	22
371	411
372	594
373	20
374	31
375	46
376	20
377	10
378	18
379	22
380	5
381	5
382	46
383	20
384	22
385	0
386	0
387	10
388	10
389	46
390	22
391	548
392	46
393	46
394	22
395	782
396	10
397	409
398	530
399	10
400	46
401	5
402	22
403	22
404	20
405	10
406	46
407	22
408	5
409	0
410	399
411	5
412	789
413	10
414	10
415	796
416	5
417	46
418	22
419	378
420	796
421	10
422	22
423	22
424	10
425	3
426	22
427	22
428	3
429	5
430	22
431	5
432	378
433	22
434	22
435	22
436	3
437	20
438	10
439	22
440	20
441	22
442	5
443	22
444	22
445	10
446	22
447	20
448	20
449	22
450	5
451	22
452	0
453	0
454	56
455	5
456	378
457	18
458	10
459	0
460	10
461	22
462	22
463	22
464	378
465	22
466	19
467	22
468	5
469	10
470	0
471	5
472	403
473	5
474	22
475	10
476	149
477	5
478	20
479	22
480	601
481	5
482	22
483	10
484	22
485	22
486	20
487	336
488	5
489	22
490	46
491	0
492	3
493	10
494	20
495	10
496	255
497	10
498	0
499	20
500	336
501	20
502	2
503	22
504	399
505	22
506	4
507	5
508	149
509	20
510	11
511	46
512	10
513	46
514	19
515	5
516	619
517	22
518	20
519	796
520	22
521	10
522	782
523	10
524	22
525	0
526	796
527	22
528	5
529	18
530	5
531	0
532	745
533	22
534	22
535	0
536	5
537	22
538	20
539	5
540	18
541	10
542	0
543	22
544	18
545	22
546	29
547	10
548	10
549	10
550	9
551	5
552	46
553	10
554	0
555	22
556	399
557	22
558	26
559	46
560	5
561	10
562	22
563	592
564	0
565	5
566	22
567	20
568	386
569	22
570	5
571	5
572	334
573	10
574	5
575	10
576	20
577	26
578	22
579	20
580	336
581	573
582	46
583	336
584	42
585	46
586	20
587	22
588	22
589	5
590	32
591	22
592	22
593	796
594	22
595	745
596	20
597	10
598	20
599	22
600	31
601	5
602	5
603	0
604	0
605	796
606	5
607	32
608	5
609	19
610	10
611	5
612	622
613	10
614	42
615	10
616	378
617	0
618	22
619	37
620	52
621	336
622	22
623	5
624	22
625	796
626	20
627	20
628	22
629	5
630	336
631	46
632	796
633	46
634	5
635	5
636	600
637	1
638	2
639	10
640	22
641	22
642	3
643	5
644	22
645	10
646	5
647	22
648	462
649	46
650	46
651	46
652	698
653	10
654	5
655	22
656	1
657	1
658	2
659	22
660	22
661	20
662	46
663	10
664	39
665	19
666	46
667	5
668	3
669	5
670	5
671	0
672	16
673	5
674	10
675	5
676	46
677	796
678	20
679	46
680	506
681	456
682	22
683	5
684	22
685	20
686	642
687	22
688	22
689	5
690	5
691	11
692	20
693	5
694	5
695	26
696	22
697	5
698	10
699	22
700	10
701	5
702	796
703	15
704	5
705	46
706	1
707	5
708	2
709	5
710	11
711	10
712	10
713	5
714	2
715	20
716	642
717	198
718	9
719	46
720	22
721	10
722	796
723	390
724	22
725	26
726	619
727	22
728	0
729	20
730	22
731	22
732	33
733	0
734	2
735	592
736	758
737	20
738	20
739	10
740	778
741	0
742	20
743	10
744	46
745	22
746	0
747	10
748	22
749	10
750	4
751	5
752	5
753	0
754	42
755	22
756	5
757	46
758	1
759	18
760	22
761	22
762	8
763	10
764	5
765	22
766	10
767	10
768	10
769	20
770	20
771	20
772	5
773	10
774	5
775	10
776	2
777	5
778	11
779	10
780	10
781	5
782	20
783	20
784	642
785	198
786	9
787	46
788	22
789	10
790	796
791	390
792	22
793	26
794	619
795	390
796	0
797	0
